=== Age ===
- Valore: 24.0 | Conteggio: 324 | Percentuale: 3.73%
- Valore: 1307.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 398.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 171.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 686.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 265.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1489.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 456.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 81.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1369.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 532.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 392.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 4387.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 667.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 73.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 839.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 614.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 144.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 651.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1828.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 960.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 677.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 117.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 552.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1706.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 147.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 98.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 267.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 396.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 723.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 610.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 950.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 623.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 586.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 854.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 757.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 824.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 366.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 802.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 516.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 130.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 996.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 702.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1381.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 837.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 548.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 846.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 893.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1347.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 680.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1284.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1725.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 121.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 419.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 632.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 676.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 303.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 158.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 102.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 156.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 371.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 656.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 806.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1390.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 2804.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 596.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 728.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 889.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 350.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 323.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 819.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 453.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 139.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 788.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 3603.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 115.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 858.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 4017.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1001.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 831.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 611.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1337.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 210.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 417.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 239.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 867.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 321.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 307.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 244.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 4451.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 378.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1736.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 3262.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 791.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 541.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 631.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 145.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1127.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1028.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1095.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 388.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 709.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 687.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 4754.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1234.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 284.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 237.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 3488.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 530.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 525.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1328.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 565.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1111.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 178.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 224.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 508.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 190.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 761.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 486.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 439.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 3863.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 415.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 192.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 78.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 4224.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1311.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 905.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 558.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 670.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 143.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 402.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 271.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 2506.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 152.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 484.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 410.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1249.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 888.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 188.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 146.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 985.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 418.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 597.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 2344.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 427.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 695.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 856.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 697.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 258.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 164.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 492.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 850.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 974.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 483.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 3571.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 231.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 233.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 869.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 642.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 293.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1428.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1073.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1119.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1794.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 118.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 852.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 150.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 2390.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 465.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 608.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 111.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 215.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1068.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1198.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 540.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 587.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 186.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 254.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 251.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 67.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 3750.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 129.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1620.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 1269.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 865.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 594.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 495.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 787.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 774.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 2318.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 2127.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 13561.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 554.0 | Conteggio: 2 | Percentuale: 0.02%
- Valore: 16016.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 984.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1197.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1632.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3423.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3338.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1202.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 445.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 9532.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1513.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 204.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3479.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 471.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1130.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4058.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3953.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 8808.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1774.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 5450.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 566.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3492.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 240.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2481.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1739.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1524.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 11594.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 636.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 436.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4372.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 6504.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 5036.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 136.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1975.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1745.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 11856.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 7636.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1320.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 167.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 625.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 6408.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 458.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3707.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 924.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1876.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1871.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 659.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 868.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 5436.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 822.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1627.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3751.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1644.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2395.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 13437.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1145.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 792.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3638.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 6921.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2237.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 24.5 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 645.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1289.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1857.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4485.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1849.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1770.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2593.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 229.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 357.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2532.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1427.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 571.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4176.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4978.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1012.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 805.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 527.5 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2110.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 912.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1126.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 310.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1801.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1332.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3862.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2427.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3477.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2002.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2421.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1264.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3857.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 798.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1014.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2191.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 485.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 425.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 246.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3126.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1000.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2809.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4780.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1184.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 698.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3259.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 9641.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2674.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2583.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 968.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1204.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2910.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 174.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 874.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 12563.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 7996.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 394.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 816.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4199.333333333333 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1541.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3815.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 751.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4634.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 553.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4198.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 207.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 16856.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 721.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 7964.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 909.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 339.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 938.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 528.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2324.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1309.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 599.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 10073.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1065.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 290.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2868.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 8948.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2891.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 464.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 197.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3625.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 712.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 10029.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2077.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2171.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3448.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 6819.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3208.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1750.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1146.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1018.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1719.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3299.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1015.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 634.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 8160.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4619.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 737.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 967.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 443.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 199.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 381.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 696.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 8246.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 5600.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1808.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2030.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 491.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1301.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1605.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4298.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 9307.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 6634.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2449.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1769.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 8162.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 585.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 288.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 475.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1583.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 796.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 5203.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2113.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 890.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2979.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3023.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 468.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3991.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 838.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3514.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 786.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1668.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3268.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 7272.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1256.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1219.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4524.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4618.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 674.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1473.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1738.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3770.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 866.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 9365.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 403.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3195.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 14773.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 8221.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 2670.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 5210.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4894.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 522.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1961.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 749.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 3960.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 595.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 829.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 4534.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 319.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 99.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1497.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 637.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 347.0 | Conteggio: 1 | Percentuale: 0.01%
- Valore: 1585.0 | Conteggio: 1 | Percentuale: 0.01%
