feature,value,count,percentage
FoodCourt,1668.0,1,0.0115
FoodCourt,3268.0,1,0.0115
FoodCourt,7272.0,1,0.0115
FoodCourt,1256.0,1,0.0115
FoodCourt,1219.0,1,0.0115
FoodCourt,4524.0,1,0.0115
FoodCourt,4618.0,1,0.0115
FoodCourt,674.0,1,0.0115
FoodCourt,1473.0,1,0.0115
FoodCourt,1738.0,1,0.0115
FoodCourt,3770.0,1,0.0115
FoodCourt,866.0,1,0.0115
FoodCourt,9365.0,1,0.0115
FoodCourt,403.0,1,0.0115
FoodCourt,3195.0,1,0.0115
FoodCourt,14773.0,1,0.0115
FoodCourt,8221.0,1,0.0115
FoodCourt,2670.0,1,0.0115
FoodCourt,5210.0,1,0.0115
FoodCourt,4894.0,1,0.0115
FoodCourt,522.0,1,0.0115
FoodCourt,1961.0,1,0.0115
FoodCourt,749.0,1,0.0115
FoodCourt,3960.0,1,0.0115
FoodCourt,595.0,1,0.0115
FoodCourt,829.0,1,0.0115
FoodCourt,4534.0,1,0.0115
FoodCourt,319.0,1,0.0115
FoodCourt,99.0,1,0.0115
FoodCourt,1497.0,1,0.0115
FoodCourt,637.0,1,0.0115
FoodCourt,347.0,1,0.0115
FoodCourt,1585.0,1,0.0115
FoodCourt,1501.0,1,0.0115
FoodCourt,772.0,1,0.0115
FoodCourt,182.0,1,0.0115
FoodCourt,4585.0,1,0.0115
FoodCourt,1673.0,1,0.0115
FoodCourt,9965.0,1,0.0115
FoodCourt,4173.0,1,0.0115
FoodCourt,4340.0,1,0.0115
FoodCourt,2897.0,1,0.0115
FoodCourt,3512.0,1,0.0115
FoodCourt,750.0,1,0.0115
FoodCourt,5552.0,1,0.0115
FoodCourt,1678.0,1,0.0115
FoodCourt,5711.0,1,0.0115
FoodCourt,1616.0,1,0.0115
FoodCourt,7269.0,1,0.0115
FoodCourt,999.0,1,0.0115
FoodCourt,2093.0,1,0.0115
FoodCourt,1290.0,1,0.0115
FoodCourt,3387.0,1,0.0115
FoodCourt,672.0,1,0.0115
FoodCourt,1666.0,1,0.0115
FoodCourt,2215.0,1,0.0115
FoodCourt,742.0,1,0.0115
FoodCourt,1107.5,1,0.0115
FoodCourt,2487.0,1,0.0115
FoodCourt,2478.0,1,0.0115
FoodCourt,3124.0,1,0.0115
FoodCourt,1863.0,1,0.0115
FoodCourt,7683.0,1,0.0115
FoodCourt,1330.0,1,0.0115
FoodCourt,1365.0,1,0.0115
FoodCourt,2080.0,1,0.0115
FoodCourt,7920.0,1,0.0115
FoodCourt,2878.0,1,0.0115
FoodCourt,736.0,1,0.0115
FoodCourt,4887.0,1,0.0115
FoodCourt,7293.0,1,0.0115
FoodCourt,2808.0,1,0.0115
FoodCourt,5610.0,1,0.0115
FoodCourt,2667.0,1,0.0115
FoodCourt,2423.0,1,0.0115
FoodCourt,449.0,1,0.0115
FoodCourt,4301.0,1,0.0115
FoodCourt,1055.0,1,0.0115
FoodCourt,3070.0,1,0.0115
FoodCourt,1604.0,1,0.0115
FoodCourt,17958.0,1,0.0115
FoodCourt,2898.0,1,0.0115
FoodCourt,7570.0,1,0.0115
FoodCourt,4612.0,1,0.0115
FoodCourt,3786.0,1,0.0115
FoodCourt,2154.0,1,0.0115
FoodCourt,4389.0,1,0.0115
FoodCourt,1914.0,1,0.0115
FoodCourt,6101.0,1,0.0115
FoodCourt,14076.0,1,0.0115
FoodCourt,1570.0,1,0.0115
FoodCourt,1757.0,1,0.0115
FoodCourt,4680.0,1,0.0115
FoodCourt,3137.0,1,0.0115
FoodCourt,3716.0,1,0.0115
FoodCourt,4155.0,1,0.0115
FoodCourt,4462.0,1,0.0115
FoodCourt,3317.0,1,0.0115
FoodCourt,8151.0,1,0.0115
FoodCourt,2350.8,1,0.0115
FoodCourt,8252.0,1,0.0115
FoodCourt,606.0,1,0.0115
FoodCourt,1089.0,1,0.0115
FoodCourt,1417.0,1,0.0115
FoodCourt,582.0,1,0.0115
FoodCourt,647.0,1,0.0115
FoodCourt,1314.0,1,0.0115
FoodCourt,3771.0,1,0.0115
FoodCourt,949.0,1,0.0115
FoodCourt,2886.0,1,0.0115
FoodCourt,3680.0,1,0.0115
FoodCourt,4322.0,1,0.0115
FoodCourt,5998.0,1,0.0115
FoodCourt,2107.0,1,0.0115
FoodCourt,435.0,1,0.0115
FoodCourt,3435.0,1,0.0115
FoodCourt,1386.0,1,0.0115
FoodCourt,903.0,1,0.0115
FoodCourt,4260.0,1,0.0115
FoodCourt,11598.0,1,0.0115
FoodCourt,3508.0,1,0.0115
FoodCourt,7316.0,1,0.0115
FoodCourt,3392.0,1,0.0115
FoodCourt,4726.0,1,0.0115
FoodCourt,1003.0,1,0.0115
FoodCourt,1606.0,1,0.0115
FoodCourt,5157.0,1,0.0115
FoodCourt,980.0,1,0.0115
FoodCourt,2612.0,1,0.0115
FoodCourt,2949.0,1,0.0115
FoodCourt,2954.0,1,0.0115
FoodCourt,3624.0,1,0.0115
FoodCourt,3676.0,1,0.0115
FoodCourt,3935.5,1,0.0115
FoodCourt,6050.0,1,0.0115
FoodCourt,4334.0,1,0.0115
FoodCourt,2633.0,1,0.0115
FoodCourt,875.0,1,0.0115
FoodCourt,1144.0,1,0.0115
FoodCourt,3590.0,1,0.0115
FoodCourt,2251.0,1,0.0115
FoodCourt,283.0,1,0.0115
FoodCourt,3216.0,1,0.0115
FoodCourt,2984.0,1,0.0115
FoodCourt,2896.0,1,0.0115
FoodCourt,1942.0,1,0.0115
FoodCourt,10049.0,1,0.0115
FoodCourt,3434.0,1,0.0115
FoodCourt,1319.0,1,0.0115
FoodCourt,1255.0,1,0.0115
FoodCourt,2921.0,1,0.0115
FoodCourt,163.0,1,0.0115
FoodCourt,1379.0,1,0.0115
FoodCourt,322.0,1,0.0115
FoodCourt,758.0,1,0.0115
FoodCourt,2311.0,1,0.0115
FoodCourt,3729.0,1,0.0115
FoodCourt,2225.0,1,0.0115
FoodCourt,556.0,1,0.0115
FoodCourt,4089.0,1,0.0115
FoodCourt,1408.0,1,0.0115
FoodCourt,1298.0,1,0.0115
FoodCourt,4742.0,1,0.0115
FoodCourt,4455.0,1,0.0115
FoodCourt,1285.0,1,0.0115
FoodCourt,11441.0,1,0.0115
FoodCourt,13342.0,1,0.0115
FoodCourt,973.0,1,0.0115
FoodCourt,2108.0,1,0.0115
FoodCourt,2207.0,1,0.0115
FoodCourt,1409.0,1,0.0115
FoodCourt,2199.0,1,0.0115
FoodCourt,3200.0,1,0.0115
FoodCourt,959.0,1,0.0115
FoodCourt,2669.0,1,0.0115
FoodCourt,1677.0,1,0.0115
FoodCourt,618.0,1,0.0115
FoodCourt,1420.0,1,0.0115
FoodCourt,480.0,1,0.0115
FoodCourt,577.0,1,0.0115
FoodCourt,2864.0,1,0.0115
FoodCourt,731.0,1,0.0115
FoodCourt,694.0,1,0.0115
FoodCourt,8943.0,1,0.0115
FoodCourt,4791.0,1,0.0115
FoodCourt,1435.0,1,0.0115
FoodCourt,4654.0,1,0.0115
FoodCourt,1056.0,1,0.0115
FoodCourt,1436.0,1,0.0115
FoodCourt,1484.0,1,0.0115
FoodCourt,3095.0,1,0.0115
FoodCourt,4545.0,1,0.0115
FoodCourt,3853.0,1,0.0115
FoodCourt,17901.0,1,0.0115
FoodCourt,7759.0,1,0.0115
FoodCourt,2624.0,1,0.0115
FoodCourt,783.0,1,0.0115
FoodCourt,1027.0,1,0.0115
FoodCourt,2639.0,1,0.0115
FoodCourt,4929.0,1,0.0115
FoodCourt,5329.0,1,0.0115
FoodCourt,500.0,1,0.0115
FoodCourt,1174.0,1,0.0115
FoodCourt,1163.0,1,0.0115
FoodCourt,1821.0,1,0.0115
FoodCourt,298.0,1,0.0115
FoodCourt,3076.0,1,0.0115
FoodCourt,2680.0,1,0.0115
FoodCourt,227.0,1,0.0115
FoodCourt,3103.0,1,0.0115
FoodCourt,971.0,1,0.0115
FoodCourt,296.0,1,0.0115
FoodCourt,155.0,1,0.0115
FoodCourt,3818.0,1,0.0115
FoodCourt,793.0,1,0.0115
FoodCourt,1475.0,1,0.0115
FoodCourt,2285.0,1,0.0115
FoodCourt,1044.0,1,0.0115
FoodCourt,1891.0,1,0.0115
FoodCourt,1878.0,1,0.0115
FoodCourt,161.0,1,0.0115
FoodCourt,101.0,1,0.0115
FoodCourt,2504.0,1,0.0115
FoodCourt,11396.0,1,0.0115
FoodCourt,2383.0,1,0.0115
FoodCourt,833.0,1,0.0115
FoodCourt,2060.0,1,0.0115
FoodCourt,294.0,1,0.0115
FoodCourt,202.0,1,0.0115
FoodCourt,15450.0,1,0.0115
FoodCourt,9012.0,1,0.0115
FoodCourt,526.0,1,0.0115
FoodCourt,238.0,1,0.0115
FoodCourt,3518.0,1,0.0115
FoodCourt,390.0,1,0.0115
FoodCourt,74.0,1,0.0115
FoodCourt,3033.0,1,0.0115
FoodCourt,529.0,1,0.0115
FoodCourt,917.0,1,0.0115
FoodCourt,4655.0,1,0.0115
FoodCourt,1787.0,1,0.0115
FoodCourt,2699.0,1,0.0115
FoodCourt,1190.0,1,0.0115
FoodCourt,3978.0,1,0.0115
FoodCourt,5500.0,1,0.0115
FoodCourt,214.0,1,0.0115
FoodCourt,4514.0,1,0.0115
FoodCourt,311.0,1,0.0115
FoodCourt,1663.0,1,0.0115
FoodCourt,644.0,1,0.0115
FoodCourt,732.0,1,0.0115
FoodCourt,2202.0,1,0.0115
FoodCourt,6924.0,1,0.0115
FoodCourt,1972.0,1,0.0115
FoodCourt,3527.0,1,0.0115
FoodCourt,221.0,1,0.0115
FoodCourt,6244.0,1,0.0115
FoodCourt,259.0,1,0.0115
FoodCourt,671.0,1,0.0115
FoodCourt,4616.0,1,0.0115
FoodCourt,1362.0,1,0.0115
FoodCourt,1377.0,1,0.0115
FoodCourt,1035.0,1,0.0115
FoodCourt,598.0,1,0.0115
FoodCourt,4900.0,1,0.0115
FoodCourt,1538.0,1,0.0115
FoodCourt,1406.0,1,0.0115
FoodCourt,789.0,1,0.0115
FoodCourt,2606.0,1,0.0115
FoodCourt,739.0,1,0.0115
FoodCourt,1809.0,1,0.0115
FoodCourt,3636.0,1,0.0115
FoodCourt,3424.0,1,0.0115
FoodCourt,5193.0,1,0.0115
FoodCourt,932.0,1,0.0115
FoodCourt,8882.0,1,0.0115
FoodCourt,450.0,1,0.0115
FoodCourt,1164.0,1,0.0115
FoodCourt,1563.0,1,0.0115
FoodCourt,808.0,1,0.0115
FoodCourt,1310.0,1,0.0115
FoodCourt,3240.0,1,0.0115
FoodCourt,3368.0,1,0.0115
FoodCourt,603.0,1,0.0115
FoodCourt,11026.0,1,0.0115
FoodCourt,3722.0,1,0.0115
FoodCourt,2334.0,1,0.0115
FoodCourt,811.0,1,0.0115
FoodCourt,1333.0,1,0.0115
FoodCourt,6398.0,1,0.0115
FoodCourt,4424.0,1,0.0115
FoodCourt,859.0,1,0.0115
FoodCourt,127.0,1,0.0115
FoodCourt,1218.0,1,0.0115
FoodCourt,13527.0,1,0.0115
FoodCourt,710.0,1,0.0115
FoodCourt,3441.0,1,0.0115
FoodCourt,1983.0,1,0.0115
FoodCourt,16263.0,1,0.0115
FoodCourt,10153.0,1,0.0115
FoodCourt,1810.0,1,0.0115
FoodCourt,2043.0,1,0.0115
FoodCourt,4286.0,1,0.0115
FoodCourt,877.0,1,0.0115
FoodCourt,21066.0,1,0.0115
FoodCourt,8037.0,1,0.0115
FoodCourt,260.0,1,0.0115
FoodCourt,1303.0,1,0.0115
FoodCourt,1670.0,1,0.0115
FoodCourt,2345.0,1,0.0115
FoodCourt,2147.0,1,0.0115
FoodCourt,4380.0,1,0.0115
FoodCourt,200.0,1,0.0115
FoodCourt,1826.0,1,0.0115
FoodCourt,1248.0,1,0.0115
FoodCourt,1646.0,1,0.0115
FoodCourt,2838.0,1,0.0115
FoodCourt,801.0,1,0.0115
FoodCourt,2509.0,1,0.0115
FoodCourt,533.0,1,0.0115
FoodCourt,2732.0,1,0.0115
FoodCourt,414.0,1,0.0115
FoodCourt,304.0,1,0.0115
FoodCourt,1488.6666666666667,1,0.0115
FoodCourt,2121.0,1,0.0115
FoodCourt,930.0,1,0.0115
FoodCourt,673.0,1,0.0115
FoodCourt,7069.0,1,0.0115
FoodCourt,3782.0,1,0.0115
FoodCourt,470.0,1,0.0115
FoodCourt,7139.0,1,0.0115
FoodCourt,2376.0,1,0.0115
FoodCourt,1389.0,1,0.0115
FoodCourt,1519.0,1,0.0115
FoodCourt,1819.0,1,0.0115
FoodCourt,17394.0,1,0.0115
FoodCourt,1336.0,1,0.0115
FoodCourt,3621.0,1,0.0115
FoodCourt,4342.0,1,0.0115
FoodCourt,1575.0,1,0.0115
FoodCourt,3166.0,1,0.0115
FoodCourt,2676.0,1,0.0115
FoodCourt,567.0,1,0.0115
FoodCourt,2467.0,1,0.0115
FoodCourt,2210.0,1,0.0115
FoodCourt,4106.0,1,0.0115
FoodCourt,3.6666666666666665,1,0.0115
FoodCourt,1223.0,1,0.0115
FoodCourt,5412.0,1,0.0115
FoodCourt,409.0,1,0.0115
FoodCourt,8926.0,1,0.0115
FoodCourt,4756.0,1,0.0115
FoodCourt,5553.0,1,0.0115
FoodCourt,2115.0,1,0.0115
FoodCourt,1829.0,1,0.0115
FoodCourt,223.0,1,0.0115
FoodCourt,738.0,1,0.0115
FoodCourt,2762.0,1,0.0115
FoodCourt,8759.0,1,0.0115
FoodCourt,2426.0,1,0.0115
FoodCourt,2144.0,1,0.0115
FoodCourt,5407.0,1,0.0115
FoodCourt,646.0,1,0.0115
FoodCourt,1482.0,1,0.0115
FoodCourt,1912.0,1,0.0115
FoodCourt,12809.0,1,0.0115
FoodCourt,1124.0,1,0.0115
FoodCourt,1949.0,1,0.0115
FoodCourt,3024.0,1,0.0115
FoodCourt,8150.0,1,0.0115
FoodCourt,148.0,1,0.0115
FoodCourt,1471.0,1,0.0115
FoodCourt,604.0,1,0.0115
FoodCourt,228.0,1,0.0115
FoodCourt,2012.0,1,0.0115
FoodCourt,428.0,1,0.0115
FoodCourt,5734.0,1,0.0115
FoodCourt,820.0,1,0.0115
FoodCourt,5183.0,1,0.0115
FoodCourt,1535.0,1,0.0115
FoodCourt,133.0,1,0.0115
FoodCourt,3559.0,1,0.0115
FoodCourt,2406.0,1,0.0115
FoodCourt,3343.0,1,0.0115
FoodCourt,4081.0,1,0.0115
FoodCourt,911.0,1,0.0115
FoodCourt,1342.0,1,0.0115
FoodCourt,9314.0,1,0.0115
FoodCourt,305.0,1,0.0115
FoodCourt,8718.0,1,0.0115
FoodCourt,1433.0,1,0.0115
FoodCourt,951.0,1,0.0115
FoodCourt,1935.0,1,0.0115
FoodCourt,12077.0,1,0.0115
FoodCourt,4587.0,1,0.0115
FoodCourt,1968.0,1,0.0115
FoodCourt,2347.0,1,0.0115
FoodCourt,29813.0,1,0.0115
FoodCourt,2229.0,1,0.0115
FoodCourt,3206.0,1,0.0115
FoodCourt,1220.0,1,0.0115
FoodCourt,539.0,1,0.0115
FoodCourt,1109.0,1,0.0115
FoodCourt,1179.0,1,0.0115
FoodCourt,1368.0,1,0.0115
FoodCourt,3341.0,1,0.0115
FoodCourt,1064.0,1,0.0115
FoodCourt,3381.0,1,0.0115
FoodCourt,6153.0,1,0.0115
FoodCourt,770.0,1,0.0115
FoodCourt,2031.0,1,0.0115
FoodCourt,5755.0,1,0.0115
FoodCourt,7255.0,1,0.0115
FoodCourt,1170.0,1,0.0115
FoodCourt,3584.0,1,0.0115
FoodCourt,4118.0,1,0.0115
FoodCourt,10116.0,1,0.0115
FoodCourt,891.0,1,0.0115
FoodCourt,5637.0,1,0.0115
FoodCourt,1043.0,1,0.0115
FoodCourt,429.0,1,0.0115
FoodCourt,4288.0,1,0.0115
FoodCourt,7972.0,1,0.0115
FoodCourt,929.0,1,0.0115
FoodCourt,1737.0,1,0.0115
FoodCourt,16521.0,1,0.0115
FoodCourt,2492.0,1,0.0115
FoodCourt,5728.0,1,0.0115
FoodCourt,263.0,1,0.0115
FoodCourt,1308.0,1,0.0115
FoodCourt,1793.0,1,0.0115
FoodCourt,691.0,1,0.0115
FoodCourt,6506.0,1,0.0115
FoodCourt,5085.0,1,0.0115
FoodCourt,1542.0,1,0.0115
FoodCourt,3385.0,1,0.0115
FoodCourt,3113.0,1,0.0115
FoodCourt,1496.0,1,0.0115
FoodCourt,1778.0,1,0.0115
FoodCourt,3344.0,1,0.0115
FoodCourt,4967.0,1,0.0115
FoodCourt,863.0,1,0.0115
FoodCourt,11003.0,1,0.0115
FoodCourt,2491.0,1,0.0115
FoodCourt,922.0,1,0.0115
FoodCourt,2223.0,1,0.0115
FoodCourt,3576.0,1,0.0115
FoodCourt,1539.0,1,0.0115
FoodCourt,7295.0,1,0.0115
FoodCourt,6073.0,1,0.0115
FoodCourt,964.0,1,0.0115
FoodCourt,112.0,1,0.0115
FoodCourt,1096.0,1,0.0115
FoodCourt,2165.0,1,0.0115
FoodCourt,8397.0,1,0.0115
FoodCourt,5840.0,1,0.0115
FoodCourt,2811.0,1,0.0115
FoodCourt,331.0,1,0.0115
FoodCourt,11418.0,1,0.0115
FoodCourt,2537.0,1,0.0115
FoodCourt,1688.0,1,0.0115
FoodCourt,107.0,1,0.0115
FoodCourt,10346.0,1,0.0115
FoodCourt,972.0,1,0.0115
FoodCourt,2433.0,1,0.0115
FoodCourt,1720.0,1,0.0115
FoodCourt,615.0,1,0.0115
FoodCourt,4810.0,1,0.0115
FoodCourt,1281.0,1,0.0115
FoodCourt,4458.0,1,0.0115
FoodCourt,6500.0,1,0.0115
FoodCourt,422.0,1,0.0115
FoodCourt,2628.0,1,0.0115
FoodCourt,4651.0,1,0.0115
FoodCourt,349.0,1,0.0115
FoodCourt,2876.0,1,0.0115
FoodCourt,576.0,1,0.0115
FoodCourt,581.0,1,0.0115
FoodCourt,734.0,1,0.0115
FoodCourt,1116.0,1,0.0115
FoodCourt,1900.0,1,0.0115
FoodCourt,5225.0,1,0.0115
FoodCourt,5212.0,1,0.0115
FoodCourt,799.0,1,0.0115
FoodCourt,2987.0,1,0.0115
FoodCourt,11330.0,1,0.0115
FoodCourt,1291.0,1,0.0115
FoodCourt,1847.0,1,0.0115
FoodCourt,7201.0,1,0.0115
FoodCourt,333.0,1,0.0115
FoodCourt,3564.0,1,0.0115
FoodCourt,1356.0,1,0.0115
FoodCourt,575.0,1,0.0115
FoodCourt,4227.0,1,0.0115
FoodCourt,5473.0,1,0.0115
FoodCourt,3011.0,1,0.0115
FoodCourt,393.0,1,0.0115
FoodCourt,4677.0,1,0.0115
FoodCourt,3628.0,1,0.0115
FoodCourt,3106.0,1,0.0115
FoodCourt,27723.0,1,0.0115
FoodCourt,299.0,1,0.0115
FoodCourt,3300.0,1,0.0115
FoodCourt,987.0,1,0.0115
FoodCourt,1531.0,1,0.0115
FoodCourt,997.0,1,0.0115
FoodCourt,1268.0,1,0.0115
FoodCourt,2381.0,1,0.0115
FoodCourt,466.0,1,0.0115
FoodCourt,2801.0,1,0.0115
FoodCourt,1755.0,1,0.0115
FoodCourt,4076.0,1,0.0115
FoodCourt,4949.0,1,0.0115
FoodCourt,12804.0,1,0.0115
FoodCourt,2474.5,1,0.0115
FoodCourt,781.0,1,0.0115
FoodCourt,835.0,1,0.0115
FoodCourt,3425.0,1,0.0115
FoodCourt,1344.0,1,0.0115
FoodCourt,3879.0,1,0.0115
FoodCourt,12180.0,1,0.0115
FoodCourt,3004.0,1,0.0115
FoodCourt,3462.0,1,0.0115
FoodCourt,13248.0,1,0.0115
FoodCourt,561.0,1,0.0115
FoodCourt,701.0,1,0.0115
FoodCourt,2956.0,1,0.0115
FoodCourt,473.0,1,0.0115
FoodCourt,2792.0,1,0.0115
FoodCourt,6138.0,1,0.0115
FoodCourt,5738.0,1,0.0115
FoodCourt,7461.0,1,0.0115
FoodCourt,7767.0,1,0.0115
FoodCourt,7992.0,1,0.0115
FoodCourt,12045.0,1,0.0115
FoodCourt,474.0,1,0.0115
FoodCourt,885.0,1,0.0115
FoodCourt,2727.0,1,0.0115
FoodCourt,942.0,1,0.0115
FoodCourt,300.0,1,0.0115
FoodCourt,7447.0,1,0.0115
FoodCourt,1410.0,1,0.0115
FoodCourt,2349.0,1,0.0115
FoodCourt,447.0,1,0.0115
FoodCourt,815.0,1,0.0115
FoodCourt,2174.0,1,0.0115
FoodCourt,3053.0,1,0.0115
FoodCourt,187.0,1,0.0115
FoodCourt,343.0,1,0.0115
FoodCourt,4983.0,1,0.0115
FoodCourt,628.0,1,0.0115
FoodCourt,2946.0,1,0.0115
FoodCourt,1546.0,1,0.0115
FoodCourt,9401.0,1,0.0115
FoodCourt,1525.0,1,0.0115
FoodCourt,2558.0,1,0.0115
FoodCourt,252.0,1,0.0115
FoodCourt,3724.0,1,0.0115
FoodCourt,6777.0,1,0.0115
FoodCourt,668.0,1,0.0115
FoodCourt,521.0,1,0.0115
FoodCourt,137.0,1,0.0115
FoodCourt,3345.0,1,0.0115
FoodCourt,2549.0,1,0.0115
FoodCourt,1418.0,1,0.0115
FoodCourt,563.0,1,0.0115
FoodCourt,14201.0,1,0.0115
FoodCourt,3484.0,1,0.0115
FoodCourt,10025.0,1,0.0115
FoodCourt,272.0,1,0.0115
FoodCourt,17687.0,1,0.0115
FoodCourt,1832.0,1,0.0115
FoodCourt,1947.0,1,0.0115
FoodCourt,2717.0,1,0.0115
FoodCourt,4384.0,1,0.0115
FoodCourt,7221.0,1,0.0115
FoodCourt,16455.0,1,0.0115
FoodCourt,935.0,1,0.0115
FoodCourt,886.0,1,0.0115
FoodCourt,3172.0,1,0.0115
FoodCourt,11417.0,1,0.0115
FoodCourt,1276.0,1,0.0115
FoodCourt,11153.0,1,0.0115
FoodCourt,1203.0,1,0.0115
FoodCourt,821.0,1,0.0115
FoodCourt,7164.0,1,0.0115
FoodCourt,270.0,1,0.0115
FoodCourt,2183.0,1,0.0115
FoodCourt,4826.0,1,0.0115
FoodCourt,1017.0,1,0.0115
FoodCourt,3238.0,1,0.0115
FoodCourt,542.0,1,0.0115
FoodCourt,1470.0,1,0.0115
FoodCourt,7167.0,1,0.0115
FoodCourt,1302.0,1,0.0115
FoodCourt,1477.0,1,0.0115
FoodCourt,6190.0,1,0.0115
FoodCourt,2020.0,1,0.0115
FoodCourt,1549.0,1,0.0115
FoodCourt,2177.0,1,0.0115
FoodCourt,840.0,1,0.0115
FoodCourt,2651.0,1,0.0115
FoodCourt,399.0,1,0.0115
FoodCourt,2524.0,1,0.0115
FoodCourt,1029.0,1,0.0115
FoodCourt,241.0,1,0.0115
FoodCourt,1562.0,1,0.0115
FoodCourt,663.0,1,0.0115
FoodCourt,1172.0,1,0.0115
FoodCourt,3642.0,1,0.0115
FoodCourt,8747.0,1,0.0115
FoodCourt,9463.0,1,0.0115
FoodCourt,6338.0,1,0.0115
FoodCourt,4558.0,1,0.0115
FoodCourt,1136.0,1,0.0115
FoodCourt,3452.0,1,0.0115
FoodCourt,724.0,1,0.0115
FoodCourt,1385.0,1,0.0115
FoodCourt,9633.0,1,0.0115
FoodCourt,7039.0,1,0.0115
FoodCourt,2325.0,1,0.0115
FoodCourt,3856.0,1,0.0115
FoodCourt,4066.0,1,0.0115
FoodCourt,203.0,1,0.0115
FoodCourt,4579.0,1,0.0115
FoodCourt,3119.0,1,0.0115
FoodCourt,920.0,1,0.0115
FoodCourt,681.0,1,0.0115
FoodCourt,262.0,1,0.0115
FoodCourt,1910.0,1,0.0115
FoodCourt,1338.0,1,0.0115
FoodCourt,364.0,1,0.0115
FoodCourt,4504.0,1,0.0115
FoodCourt,1382.0,1,0.0115
FoodCourt,245.0,1,0.0115
FoodCourt,1261.0,1,0.0115
FoodCourt,11552.0,1,0.0115
FoodCourt,342.0,1,0.0115
FoodCourt,9495.0,1,0.0115
FoodCourt,2853.0,1,0.0115
FoodCourt,1480.0,1,0.0115
FoodCourt,1131.0,1,0.0115
FoodCourt,7762.0,1,0.0115
FoodCourt,2148.0,1,0.0115
FoodCourt,871.0,1,0.0115
FoodCourt,1135.0,1,0.0115
FoodCourt,1633.0,1,0.0115
FoodCourt,431.0,1,0.0115
FoodCourt,901.0,1,0.0115
FoodCourt,2235.0,1,0.0115
FoodCourt,6103.0,1,0.0115
FoodCourt,7194.0,1,0.0115
FoodCourt,3627.0,1,0.0115
FoodCourt,2560.0,1,0.0115
FoodCourt,1883.0,1,0.0115
FoodCourt,2461.0,1,0.0115
FoodCourt,337.0,1,0.0115
FoodCourt,1013.0,1,0.0115
FoodCourt,3080.0,1,0.0115
FoodCourt,864.0,1,0.0115
FoodCourt,1740.0,1,0.0115
FoodCourt,591.0,1,0.0115
FoodCourt,205.0,1,0.0115
FoodCourt,497.0,1,0.0115
FoodCourt,876.0,1,0.0115
FoodCourt,7484.0,1,0.0115
FoodCourt,4592.0,1,0.0115
FoodCourt,154.0,1,0.0115
FoodCourt,4020.0,1,0.0115
FoodCourt,797.0,1,0.0115
FoodCourt,2424.0,1,0.0115
FoodCourt,6670.0,1,0.0115
FoodCourt,2802.0,1,0.0115
FoodCourt,4516.0,1,0.0115
FoodCourt,3593.0,1,0.0115
FoodCourt,5234.0,1,0.0115
FoodCourt,1327.0,1,0.0115
FoodCourt,3291.0,1,0.0115
FoodCourt,2520.0,1,0.0115
FoodCourt,3275.0,1,0.0115
FoodCourt,1300.0,1,0.0115
FoodCourt,1258.0,1,0.0115
FoodCourt,881.0,1,0.0115
FoodCourt,6013.0,1,0.0115
FoodCourt,141.0,1,0.0115
FoodCourt,8525.0,1,0.0115
FoodCourt,3135.0,1,0.0115
FoodCourt,1280.0,1,0.0115
FoodCourt,5252.0,1,0.0115
FoodCourt,1577.0,1,0.0115
FoodCourt,8403.0,1,0.0115
FoodCourt,256.0,1,0.0115
FoodCourt,1438.0,1,0.0115
FoodCourt,3331.0,1,0.0115
FoodCourt,2551.0,1,0.0115
FoodCourt,2342.0,1,0.0115
FoodCourt,2065.0,1,0.0115
FoodCourt,1547.0,1,0.0115
FoodCourt,946.0,1,0.0115
FoodCourt,308.0,1,0.0115
FoodCourt,7452.0,1,0.0115
FoodCourt,4018.0,1,0.0115
FoodCourt,4513.0,1,0.0115
FoodCourt,1117.0,1,0.0115
FoodCourt,730.0,1,0.0115
FoodCourt,9032.0,1,0.0115
FoodCourt,353.0,1,0.0115
FoodCourt,1653.0,1,0.0115
FoodCourt,3810.0,1,0.0115
FoodCourt,264.0,1,0.0115
FoodCourt,1573.0,1,0.0115
FoodCourt,3281.0,1,0.0115
FoodCourt,3315.0,1,0.0115
FoodCourt,5082.0,1,0.0115
FoodCourt,1971.0,1,0.0115
FoodCourt,689.0,1,0.0115
FoodCourt,3060.0,1,0.0115
FoodCourt,1721.0,1,0.0115
FoodCourt,1554.0,1,0.0115
FoodCourt,1297.0,1,0.0115
FoodCourt,7116.0,1,0.0115
FoodCourt,1514.0,1,0.0115
FoodCourt,487.0,1,0.0115
FoodCourt,2684.0,1,0.0115
FoodCourt,617.0,1,0.0115
FoodCourt,1650.0,1,0.0115
FoodCourt,1776.0,1,0.0115
FoodCourt,2373.0,1,0.0115
FoodCourt,5876.0,1,0.0115
FoodCourt,1115.0,1,0.0115
FoodCourt,557.5,1,0.0115
FoodCourt,1772.0,1,0.0115
FoodCourt,1195.0,1,0.0115
FoodCourt,2062.0,1,0.0115
FoodCourt,320.0,1,0.0115
FoodCourt,933.0,1,0.0115
FoodCourt,9923.0,1,0.0115
FoodCourt,5659.0,1,0.0115
FoodCourt,437.0,1,0.0115
FoodCourt,767.0,1,0.0115
FoodCourt,2595.0,1,0.0115
FoodCourt,6807.0,1,0.0115
FoodCourt,250.0,1,0.0115
FoodCourt,3935.0,1,0.0115
FoodCourt,1431.0,1,0.0115
FoodCourt,351.0,1,0.0115
